Over,Striker,Non_Striker,Bowler,Home_Team_Gujarat Lions,Home_Team_Kings XI Punjab,Home_Team_Kolkata Knight Riders,Home_Team_Mumbai Indians,Home_Team_Rising Pune Supergiants,Home_Team_Royal Challengers Bangalore,Home_Team_Sunrisers Hyderabad,Away_Team_Gujarat Lions,Away_Team_Kings XI Punjab,Away_Team_Kolkata Knight Riders,Away_Team_Mumbai Indians,Away_Team_Rising Pune Supergiants,Away_Team_Royal Challengers Bangalore,Away_Team_Sunrisers Hyderabad,Toss_Won_Gujarat Lions,Toss_Won_Kings XI Punjab,Toss_Won_Kolkata Knight Riders,Toss_Won_Mumbai Indians,Toss_Won_Rising Pune Supergiants,Toss_Won_Royal Challengers Bangalore,Toss_Won_Sunrisers Hyderabad,Toss_Decision_field,Venue_Chandigarh,Venue_Delhi,Venue_Hyderabad,Venue_Kanpur,Venue_Kolkata,Venue_Mumbai,Venue_Pune,Venue_Raipur,Venue_Rajkot,Venue_Visakhapatnam,Batting_Team_Gujarat Lions,Batting_Team_Kings XI Punjab,Batting_Team_Kolkata Knight Riders,Batting_Team_Mumbai Indians,Batting_Team_Rising Pune Supergiants,Batting_Team_Royal Challengers Bangalore,Batting_Team_Sunrisers Hyderabad
19,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
